Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_easting,UTM_northing,UTC,Zone,Letter
1675373023.2507284,0,77023,0,GPS1_frame,62.32049999999981,22.67789999999968,10.8,1.4,586952.1963652665,6911012.604927629,21.0:23.0,34,V
1675373024.2530568,0,77024,0,GPS1_frame,62.32049999999981,22.67789999999968,10.8,1.4,586952.1963652665,6911012.604927629,21.0:23.0,34,V
1675373025.250956,0,77025,0,GPS1_frame,62.32049999999981,22.67789999999968,10.8,1.4,586952.1963652665,6911012.604927629,21.0:23.0,34,V
1675373026.2586958,0,77026,0,GPS1_frame,62.32049999999981,22.67789999999968,10.8,1.4,586952.1963652665,6911012.604927629,21.0:23.0,34,V
1675373027.2738314,0,77027,0,GPS1_frame,62.32060000000001,22.67789999999968,10.8,1.4,586951.9074374486,6911023.742832105,21.0:23.0,34,V
1675373028.2679744,0,77028,0,GPS1_frame,62.32060000000001,22.67789999999968,10.8,1.4,586951.9074374486,6911023.742832105,21.0:23.0,34,V
1675373029.2538111,0,77029,0,GPS1_frame,62.32060000000001,22.67789999999968,10.8,1.4,586951.9074374486,6911023.742832105,21.0:23.0,34,V
1675373030.2663424,0,77030,0,GPS1_frame,62.32060000000001,22.67789999999968,10.8,1.4,586951.9074374486,6911023.742832105,21.0:23.0,34,V
1675373031.2649677,0,77031,0,GPS1_frame,62.32060000000001,22.67789999999968,10.7,1.4,586951.9074374486,6911023.742832105,21.0:23.0,34,V
1675373032.2534716,0,77032,0,GPS1_frame,62.32060000000001,22.67789999999968,10.7,1.4,586951.9074374486,6911023.742832105,21.0:23.0,34,V
1675373033.260176,0,77033,0,GPS1_frame,62.32060000000001,22.67789999999968,10.7,1.4,586951.9074374486,6911023.742832105,21.0:23.0,34,V
1675373034.2510476,0,77034,0,GPS1_frame,62.32060000000001,22.67789999999968,10.7,1.4,586951.9074374486,6911023.742832105,21.0:23.0,34,V
1675373035.252436,0,77035,0,GPS1_frame,62.32060000000001,22.67789999999968,10.7,1.4,586951.9074374486,6911023.742832105,21.0:23.0,34,V
1675373036.2476914,0,77036,0,GPS1_frame,62.32060000000001,22.67789999999968,10.7,1.4,586951.9074374486,6911023.742832105,21.0:23.0,34,V
1675373037.2521124,0,77037,0,GPS1_frame,62.32060000000001,22.67789999999968,10.7,1.4,586951.9074374486,6911023.742832105,21.0:23.0,34,V
1675373038.2935846,0,77038,0,GPS1_frame,62.32060000000001,22.67789999999968,10.7,1.4,586951.9074374486,6911023.742832105,21.0:23.0,34,V
1675373039.251641,0,77039,0,GPS1_frame,62.32060000000001,22.67789999999968,10.7,1.2,586951.9074374486,6911023.742832105,21.0:23.0,34,V
1675373040.25115,0,77040,0,GPS1_frame,62.32060000000001,22.67789999999968,10.7,1.2,586951.9074374486,6911023.742832105,21.0:24.0,34,V
1675373041.276331,0,77041,0,GPS1_frame,62.32060000000001,22.67789999999968,10.7,1.2,586951.9074374486,6911023.742832105,21.0:24.0,34,V
1675373042.2495615,0,77042,0,GPS1_frame,62.32060000000001,22.67789999999968,10.7,1.2,586951.9074374486,6911023.742832105,21.0:24.0,34,V
1675373043.306023,0,77043,0,GPS1_frame,62.32060000000001,22.67789999999968,10.7,1.2,586951.9074374486,6911023.742832105,21.0:24.0,34,V
1675373044.2532203,0,77044,0,GPS1_frame,62.32060000000001,22.67789999999968,10.7,1.2,586951.9074374486,6911023.742832105,21.0:24.0,34,V
1675373045.2486546,0,77045,0,GPS1_frame,62.32089999999971,22.67789999999968,10.7,1.2,586951.0406523874,6911057.156546315,21.0:24.0,34,V
1675373046.2484634,0,77046,0,GPS1_frame,62.32089999999971,22.67789999999968,10.7,1.2,586951.0406523874,6911057.156546315,21.0:24.0,34,V
1675373047.2535017,0,77047,0,GPS1_frame,62.32089999999971,22.67789999999968,10.7,1.2,586951.0406523874,6911057.156546315,21.0:24.0,34,V
1675373048.2943804,0,77048,0,GPS1_frame,62.32089999999971,22.67789999999968,10.7,1.2,586951.0406523874,6911057.156546315,21.0:24.0,34,V
1675373049.25367,0,77049,0,GPS1_frame,62.32089999999971,22.67789999999968,10.7,1.2,586951.0406523874,6911057.156546315,21.0:24.0,34,V
1675373050.277554,0,77050,0,GPS1_frame,62.32089999999971,22.67789999999968,10.7,1.2,586951.0406523874,6911057.156546315,21.0:24.0,34,V
1675373051.2501752,0,77051,0,GPS1_frame,62.32089999999971,22.67789999999968,10.7,1.2,586951.0406523874,6911057.156546315,21.0:24.0,34,V
